sample_index,path,true_label,true_index,pred_label,pred_index,fall_probability_max,fall_probability_mean,fall_probability_final,best_window_start,best_window_end,num_windows,num_frames,num_pose_frames,pose_detection_rate,cache_hit
123,F:\GP_Dataset\activities6-11\Subject05\Activity06\Trial1\Subject5Activity6Trial1Camera1,non_fall,0,non_fall,0,0.1740792989730835,0.00306867992293341,1.5771133803355042e-06,0,71,58,1096,782,0.7135036496350365,False
124,F:\GP_Dataset\activities6-11\Subject05\Activity06\Trial1\Subject5Activity6Trial1Camera2,non_fall,0,fall,1,0.999994158744812,0.2553657934540638,0.8600139617919922,846,917,58,1096,1096,1.0,False
125,F:\GP_Dataset\activities6-11\Subject05\Activity07\Trial1\Subject5Activity7Trial1Camera1,non_fall,0,non_fall,0,0.2136864811182022,0.005324068352568544,5.7772838772507384e-05,0,71,57,1075,1075,1.0,False
126,F:\GP_Dataset\activities6-11\Subject05\Activity07\Trial1\Subject5Activity7Trial1Camera2,non_fall,0,non_fall,0,4.986300700693391e-05,3.099112257390038e-06,4.986300700693391e-05,1003,1074,57,1075,1075,1.0,False
127,F:\GP_Dataset\activities6-11\Subject05\Activity08\Trial1\Subject5Activity8Trial1Camera1,non_fall,0,non_fall,0,0.009412704035639763,0.0005069619885438816,7.055976311676204e-06,360,431,58,1093,1093,1.0,False
128,F:\GP_Dataset\activities6-11\Subject05\Activity08\Trial1\Subject5Activity8Trial1Camera2,non_fall,0,non_fall,0,2.942098490166245e-06,1.1224389453680642e-07,2.406950194711044e-08,72,143,58,1093,1093,1.0,False
129,F:\GP_Dataset\activities6-11\Subject05\Activity09\Trial1\Subject5Activity9Trial1Camera1,non_fall,0,non_fall,0,0.00014263379853218794,2.793300897192374e-05,2.7981946914223954e-05,108,179,8,186,185,0.9946236559139785,False
130,F:\GP_Dataset\activities6-11\Subject05\Activity09\Trial1\Subject5Activity9Trial1Camera2,non_fall,0,non_fall,0,1.0721828402893152e-05,2.8248239922756824e-06,1.4949278011044953e-06,18,89,8,186,186,1.0,False
131,F:\GP_Dataset\activities6-11\Subject05\Activity10\Trial1\Subject5Activity10Trial1Camera1,non_fall,0,non_fall,0,2.745832034634077e-06,1.8278023769412946e-07,7.42513909650919e-15,18,89,29,566,566,1.0,False
132,F:\GP_Dataset\activities6-11\Subject05\Activity10\Trial1\Subject5Activity10Trial1Camera2,non_fall,0,non_fall,0,2.6825343866221374e-06,1.5715897379961246e-07,2.848694835577703e-09,378,449,29,566,566,1.0,False
133,F:\GP_Dataset\activities6-11\Subject05\Activity11\Trial1\Subject5Activity11Trial1Camera1,non_fall,0,no_pose,-1,0.0,0.0,0.0,-1,-1,0,1092,0,0.0,False
134,F:\GP_Dataset\activities6-11\Subject05\Activity11\Trial1\Subject5Activity11Trial1Camera2,non_fall,0,non_fall,0,8.627738861832768e-05,5.672826211403193e-06,2.5165402917082247e-07,270,341,58,1092,1092,1.0,False
135,F:\GP_Dataset\activities6-11\Subject06\Activity06\Trial1\Subject6Activity6Trial1Camera1,non_fall,0,non_fall,0,0.303928941488266,0.015647846732459808,2.5809313797253708e-08,36,107,47,899,769,0.8553948832035595,False
136,F:\GP_Dataset\activities6-11\Subject06\Activity06\Trial1\Subject6Activity6Trial1Camera2,non_fall,0,fall,1,0.9993733763694763,0.20585032335455672,0.9956493973731995,486,557,47,899,898,0.9988876529477196,False
137,F:\GP_Dataset\activities6-11\Subject06\Activity07\Trial1\Subject6Activity7Trial1Camera1,non_fall,0,non_fall,0,0.0010791668901219964,2.6294387598606154e-05,7.442304922733456e-05,342,413,46,875,874,0.9988571428571429,False
138,F:\GP_Dataset\activities6-11\Subject06\Activity07\Trial1\Subject6Activity7Trial1Camera2,non_fall,0,non_fall,0,0.05156978964805603,0.002229126081542966,7.259648555191234e-06,306,377,46,875,874,0.9988571428571429,False
139,F:\GP_Dataset\activities6-11\Subject06\Activity08\Subject6Activity8Trial1Camera1,non_fall,0,fall,1,0.933562159538269,0.0634202242746255,0.00010438001481816173,666,737,46,866,865,0.9988452655889145,False
140,F:\GP_Dataset\activities6-11\Subject06\Activity08\Subject6Activity8Trial1Camera2,non_fall,0,non_fall,0,0.4290788471698761,0.01164029344175889,9.716950444271788e-05,90,161,46,866,866,1.0,False
141,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial1\Subject1Activity1Trial1Camera1,fall,1,fall,1,0.9999693632125854,0.4344956962141282,1.6730784409446642e-05,18,89,8,195,194,0.9948717948717949,False
142,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial1\Subject1Activity1Trial1Camera2,fall,1,fall,1,1.0,0.5099913387711505,3.4843022689301506e-08,18,89,8,195,194,0.9948717948717949,False
143,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial1\Subject1Activity1Trial1Camera2_1,fall,1,fall,1,1.0,0.5309248566144664,1.2440729557638974e-09,18,89,8,195,195,1.0,False
144,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial2\Subject1Activity1Trial2Camera1,fall,1,fall,1,0.9999909400939941,0.508955802570918,0.932591438293457,0,71,8,193,192,0.9948186528497409,False
145,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial2\Subject1Activity1Trial2Camera1_1,fall,1,fall,1,0.9999909400939941,0.508955802570918,0.932591438293457,0,71,8,193,192,0.9948186528497409,False
146,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial2\Subject1Activity1Trial2Camera2,fall,1,fall,1,0.9998717308044434,0.2813272814773313,8.859710760589223e-07,0,71,8,193,192,0.9948186528497409,False
147,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial2\Subject1Activity1Trial2Camera2_1,fall,1,fall,1,0.9998717308044434,0.2813272814773313,8.859710760589223e-07,0,71,8,193,192,0.9948186528497409,False
148,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial3\Subject1Activity1Trial3Camera1,fall,1,fall,1,0.9999998807907104,0.44936679291997095,0.6846501231193542,0,71,8,194,193,0.9948453608247423,False
149,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial3\Subject1Activity1Trial3Camera1_1,fall,1,fall,1,0.9999998807907104,0.44936679291997095,0.6846501231193542,0,71,8,194,193,0.9948453608247423,False
150,F:\GP_Dataset\Subjects\Subject01\Activity01\Trial3\Subject1Activity1Trial3Camera2,fall,1,fall,1,0.9999303817749023,0.3959922925934656,0.18933738768100739,0,71,8,194,192,0.9896907216494846,False
151,F:\GP_Dataset\Subjects\Subject01\Activity02\Trial1\Subject1Activity2Trial1Camera1,fall,1,fall,1,1.0,0.9350225230058035,0.9880650639533997,0,71,6,157,156,0.9936305732484076,False
152,F:\GP_Dataset\Subjects\Subject01\Activity02\Trial1\Subject1Activity2Trial1Camera2,fall,1,fall,1,1.0,0.5084544432538678,0.000143724653753452,0,71,6,157,156,0.9936305732484076,False
153,F:\GP_Dataset\Subjects\Subject01\Activity02\Trial2\Subject1Activity2Trial2Camera1,fall,1,fall,1,1.0,0.25894078024268286,0.0006918137660250068,0,71,8,195,194,0.9948717948717949,False
154,F:\GP_Dataset\Subjects\Subject01\Activity02\Trial2\Subject1Activity2Trial2Camera2,fall,1,fall,1,1.0,0.3700213573394251,6.0037577895855065e-06,0,71,8,195,193,0.9897435897435898,False
155,F:\GP_Dataset\Subjects\Subject01\Activity02\Trial3\Subject1Activity2Trial3Camera1,fall,1,fall,1,1.0,0.360174089506728,0.2812839448451996,0,71,8,194,193,0.9948453608247423,False
156,F:\GP_Dataset\Subjects\Subject01\Activity02\Trial3\Subject1Activity2Trial3Camera2,fall,1,fall,1,1.0,0.25816630958045095,1.806260563341766e-08,0,71,8,194,191,0.9845360824742269,False
157,F:\GP_Dataset\Subjects\Subject01\Activity03\Trial1\Subject1Activity3Trial1Camera1,fall,1,fall,1,1.0,0.5040660421717816,1.415228073620156e-10,0,71,4,192,59,0.3072916666666667,False
158,F:\GP_Dataset\Subjects\Subject01\Activity03\Trial1\Subject1Activity3Trial1Camera2,fall,1,fall,1,0.9999998807907104,0.34756404472136637,0.0023849019780755043,0,71,8,192,192,1.0,False
159,F:\GP_Dataset\Subjects\Subject01\Activity03\Trial2\Subject1Activity3Trial2Camera1,fall,1,fall,1,0.9999998807907104,0.256568288664618,1.6447121442553225e-09,0,71,8,191,190,0.9947643979057592,False
160,F:\GP_Dataset\Subjects\Subject01\Activity03\Trial2\Subject1Activity3Trial2Camera2,fall,1,fall,1,1.0,0.25301282304083755,7.222882292268196e-09,0,71,8,191,190,0.9947643979057592,False
161,F:\GP_Dataset\Subjects\Subject01\Activity03\Trial3\Subject1Activity3Trial3Camera1,fall,1,fall,1,1.0,0.25149768492894964,0.00147340283729136,0,71,8,190,190,1.0,False
162,F:\GP_Dataset\Subjects\Subject01\Activity03\Trial3\Subject1Activity3Trial3Camera2,fall,1,fall,1,1.0,0.12660877088123385,1.5215831581372186e-06,0,71,8,190,188,0.9894736842105263,False
163,F:\GP_Dataset\Subjects\Subject01\Activity04\Trial1\Subject1Activity4Trial1Camera1,fall,1,fall,1,1.0,0.14969210400834676,0.00025721261044964194,0,71,8,189,186,0.9841269841269841,False
164,F:\GP_Dataset\Subjects\Subject01\Activity04\Trial1\Subject1Activity4Trial1Camera2,fall,1,fall,1,1.0,0.38968004162597936,0.02016746997833252,0,71,8,189,187,0.9894179894179894,False
165,F:\GP_Dataset\Subjects\Subject01\Activity04\Trial2\Subject1Activity4Trial2Camera1,fall,1,fall,1,1.0,0.5674477893353469,9.527617658022791e-05,0,71,8,191,185,0.9685863874345549,False
166,F:\GP_Dataset\Subjects\Subject01\Activity04\Trial2\Subject1Activity4Trial2Camera2,fall,1,fall,1,1.0,0.5407942660021945,0.0762103721499443,0,71,8,191,187,0.9790575916230366,False
167,F:\GP_Dataset\Subjects\Subject01\Activity04\Trial3\Subject1Activity4Trial3Camera1,fall,1,fall,1,1.0,0.2500034466747334,1.1222542894984144e-07,0,71,8,193,192,0.9948186528497409,False
168,F:\GP_Dataset\Subjects\Subject01\Activity04\Trial3\Subject1Activity4Trial3Camera2,fall,1,fall,1,1.0,0.5148216052330099,0.8186818361282349,0,71,8,193,191,0.9896373056994818,False
169,F:\GP_Dataset\Subjects\Subject01\Activity05\Trial1\Subject1Activity5Trial1Camera1,fall,1,fall,1,1.0,0.8457167982123792,0.8786488175392151,0,71,8,189,187,0.9894179894179894,False
170,F:\GP_Dataset\Subjects\Subject01\Activity05\Trial1\Subject1Activity5Trial1Camera2,fall,1,fall,1,1.0,0.12500219803203763,3.504475671434193e-06,0,71,8,189,186,0.9841269841269841,False
171,F:\GP_Dataset\Subjects\Subject01\Activity05\Trial2\Subject1Activity5Trial2Camera1,fall,1,fall,1,0.9999998807907104,0.45749474212313485,4.180251700347526e-09,0,71,8,182,180,0.989010989010989,False
172,F:\GP_Dataset\Subjects\Subject01\Activity05\Trial2\Subject1Activity5Trial2Camera2,fall,1,fall,1,1.0,0.500522271337104,0.0094770397990942,0,71,8,182,180,0.989010989010989,False
173,F:\GP_Dataset\Subjects\Subject01\Activity05\Trial3\Subject1Activity5Trial3Camera1,fall,1,fall,1,1.0,0.27033508960485775,2.109993246790509e-08,0,71,8,187,185,0.9893048128342246,False
174,F:\GP_Dataset\Subjects\Subject01\Activity05\Trial3\Subject1Activity5Trial3Camera2,fall,1,fall,1,0.9999998807907104,0.25388755244478034,0.0050539118237793446,0,71,8,187,186,0.9946524064171123,False
175,F:\GP_Dataset\Subjects\Subject02\Activity01\Trial1\Subject2Activity1Trial1Camera1,fall,1,fall,1,1.0,0.28600687199733393,1.5478907045007873e-08,0,71,7,171,170,0.9941520467836257,False
176,F:\GP_Dataset\Subjects\Subject02\Activity01\Trial1\Subject2Activity1Trial1Camera2,fall,1,fall,1,1.0,0.28626031019046944,1.3799975606687553e-09,0,71,7,171,169,0.9883040935672515,False
177,F:\GP_Dataset\Subjects\Subject02\Activity01\Trial2\Subject2Activity1Trial2Camera1,fall,1,fall,1,1.0,0.3058767500965853,1.074686338142783e-06,0,71,7,171,170,0.9941520467836257,False
178,F:\GP_Dataset\Subjects\Subject02\Activity01\Trial2\Subject2Activity1Trial2Camera2,fall,1,fall,1,1.0,0.3758862242345276,1.1873275695961638e-08,0,71,7,171,170,0.9941520467836257,False
179,F:\GP_Dataset\Subjects\Subject02\Activity01\Trial3\Subject2Activity1Trial3Camera1,fall,1,fall,1,0.9999996423721313,0.3065243058431358,0.00037242958205752075,0,71,7,175,175,1.0,False
180,F:\GP_Dataset\Subjects\Subject02\Activity01\Trial3\Subject2Activity1Trial3Camera2,fall,1,fall,1,1.0,0.4808897059577118,0.0948089212179184,18,89,7,175,173,0.9885714285714285,False
181,F:\GP_Dataset\Subjects\Subject02\Activity02\Trial1\Subject2Activity2Trial1Camera1,fall,1,fall,1,1.0,0.4247166333901922,2.165456635339069e-06,0,71,7,174,173,0.9942528735632183,False
182,F:\GP_Dataset\Subjects\Subject02\Activity02\Trial1\Subject2Activity2Trial1Camera2,fall,1,fall,1,1.0,0.713493097782918,6.729950374761984e-09,0,71,7,174,172,0.9885057471264368,False
183,F:\GP_Dataset\Subjects\Subject02\Activity02\Trial2\Subject2Activity2Trial2Camera1,fall,1,fall,1,1.0,0.2863688176639211,1.2560875802591909e-05,0,71,7,168,167,0.9940476190476191,False
184,F:\GP_Dataset\Subjects\Subject02\Activity02\Trial2\Subject2Activity2Trial2Camera2,fall,1,fall,1,1.0,0.4099150115031132,1.3092727790819936e-08,0,71,7,168,166,0.9880952380952381,False
185,F:\GP_Dataset\Subjects\Subject02\Activity02\Trial3\Subject2Activity2Trial3Camera1,fall,1,fall,1,1.0,0.34598940894440083,0.0009231467847712338,0,71,7,175,174,0.9942857142857143,False
186,F:\GP_Dataset\Subjects\Subject02\Activity02\Trial3\Subject2Activity2Trial3Camera2,fall,1,fall,1,1.0,0.2839825836324711,0.0002167159109376371,0,71,7,175,173,0.9885714285714285,False
187,F:\GP_Dataset\Subjects\Subject02\Activity03\Trial1\Subject2Activity3Trial1Camera1,fall,1,fall,1,1.0,0.4837066499455399,0.00017518876120448112,0,71,7,177,176,0.9943502824858758,False
188,F:\GP_Dataset\Subjects\Subject02\Activity03\Trial1\Subject2Activity3Trial1Camera2,fall,1,fall,1,0.9991974234580994,0.26943083351349223,0.8774446845054626,0,71,7,177,176,0.9943502824858758,False
189,F:\GP_Dataset\Subjects\Subject02\Activity03\Trial2\Subject2Activity3Trial2Camera1,fall,1,fall,1,1.0,0.38041735822168576,0.00015704389079473913,0,71,7,173,172,0.9942196531791907,False
190,F:\GP_Dataset\Subjects\Subject02\Activity03\Trial2\Subject2Activity3Trial2Camera2,fall,1,fall,1,1.0,0.43212435222605045,0.00043745909351855516,0,71,7,173,172,0.9942196531791907,False
191,F:\GP_Dataset\Subjects\Subject02\Activity03\Trial3\Subject2Activity3Trial3Camera1,fall,1,fall,1,1.0,0.6945231912884212,9.090879029827192e-05,0,71,7,177,176,0.9943502824858758,False
192,F:\GP_Dataset\Subjects\Subject02\Activity03\Trial3\Subject2Activity3Trial3Camera2,fall,1,fall,1,0.9999679327011108,0.4837679823079973,0.5728214979171753,90,161,7,177,176,0.9943502824858758,False
193,F:\GP_Dataset\Subjects\Subject02\Activity04\Trial1\Subject2Activity4Trial1Camera1,fall,1,fall,1,1.0,0.7533059711235442,0.9998188614845276,0,71,7,180,179,0.9944444444444445,False
194,F:\GP_Dataset\Subjects\Subject02\Activity04\Trial1\Subject2Activity4Trial1Camera2,fall,1,fall,1,1.0,0.4326409256822054,0.013324427418410778,0,71,7,180,178,0.9888888888888889,False
195,F:\GP_Dataset\Subjects\Subject02\Activity04\Trial2\Subject2Activity4Trial2Camera1,fall,1,fall,1,0.9998437166213989,0.27480381185532265,5.2593911864518006e-11,0,71,7,167,166,0.9940119760479041,False
196,F:\GP_Dataset\Subjects\Subject02\Activity04\Trial2\Subject2Activity4Trial2Camera2,fall,1,fall,1,1.0,0.9957211187907627,0.999297022819519,0,71,7,167,165,0.9880239520958084,False
197,F:\GP_Dataset\Subjects\Subject02\Activity04\Trial3\Subject2Activity4Trial3Camera1,fall,1,fall,1,1.0,0.7432929945976606,0.0025288970209658146,0,71,7,168,167,0.9940476190476191,False
198,F:\GP_Dataset\Subjects\Subject02\Activity04\Trial3\Subject2Activity4Trial3Camera2,fall,1,fall,1,1.0,0.4620687181928328,0.04183219000697136,0,71,7,168,166,0.9880952380952381,False
199,F:\GP_Dataset\Subjects\Subject02\Activity05\Trial1\Subject2Activity5Trial1Camera1,fall,1,fall,1,1.0,0.7533696591854095,0.18309560418128967,0,71,7,168,166,0.9880952380952381,False
200,F:\GP_Dataset\Subjects\Subject02\Activity05\Trial1\Subject2Activity5Trial1Camera2,fall,1,fall,1,1.0,0.6816099381872586,0.018353812396526337,0,71,7,168,167,0.9940476190476191,False
201,F:\GP_Dataset\Subjects\Subject02\Activity05\Trial2\Subject2Activity5Trial2Camera1,fall,1,fall,1,1.0,0.4282414626760101,0.1407003551721573,0,71,5,140,139,0.9928571428571429,False
202,F:\GP_Dataset\Subjects\Subject02\Activity05\Trial2\Subject2Activity5Trial2Camera2,fall,1,fall,1,1.0,0.4031492681658847,1.7782321037884685e-06,0,71,5,140,138,0.9857142857142858,False
203,F:\GP_Dataset\Subjects\Subject02\Activity05\Trial3\Subject2Activity5Trial3Camera1,fall,1,fall,1,1.0,0.6668116194196045,0.0016440283507108688,0,71,6,147,145,0.9863945578231292,False
204,F:\GP_Dataset\Subjects\Subject02\Activity05\Trial3\Subject2Activity5Trial3Camera2,fall,1,fall,1,1.0,0.9795633455117544,0.9976529479026794,0,71,6,147,145,0.9863945578231292,False
205,F:\GP_Dataset\Subjects\Subject03\Activity01\Trial1\Subject3Activity1Trial1Camera1,fall,1,fall,1,1.0,0.3830715953347302,5.4355678003048524e-05,0,71,8,188,187,0.9946808510638298,False
206,F:\GP_Dataset\Subjects\Subject03\Activity01\Trial1\Subject3Activity1Trial1Camera2,fall,1,fall,1,0.9999914169311523,0.39894486033355137,0.3423554003238678,0,71,8,188,186,0.9893617021276596,False
207,F:\GP_Dataset\Subjects\Subject03\Activity01\Trial2\Subject3Activity1Trial2Camera1,fall,1,fall,1,1.0,0.6935291755507933,0.9859001040458679,0,71,8,187,186,0.9946524064171123,False
208,F:\GP_Dataset\Subjects\Subject03\Activity01\Trial2\Subject3Activity1Trial2Camera2,fall,1,fall,1,1.0,0.37500696799885014,8.586175326286138e-09,36,107,8,187,185,0.9893048128342246,False
209,F:\GP_Dataset\Subjects\Subject03\Activity01\Trial3\Subject3Activity1Trial3Camera1,fall,1,fall,1,1.0,0.45209946589500305,0.00022121085203252733,0,71,8,186,185,0.9946236559139785,False
210,F:\GP_Dataset\Subjects\Subject03\Activity01\Trial3\Subject3Activity1Trial3Camera2,fall,1,fall,1,0.9999774694442749,0.3753495409532033,2.3441453222972086e-08,18,89,8,186,185,0.9946236559139785,False
211,F:\GP_Dataset\Subjects\Subject03\Activity02\Trial1\Subject3Activity2Trial1Camera1,fall,1,fall,1,1.0,0.5000261688185783,8.495242582284845e-06,0,71,8,187,187,1.0,False
212,F:\GP_Dataset\Subjects\Subject03\Activity02\Trial1\Subject3Activity2Trial1Camera2,fall,1,fall,1,0.9999998807907104,0.35910235270749974,1.6206894160042395e-10,18,89,8,187,186,0.9946524064171123,False
213,F:\GP_Dataset\Subjects\Subject03\Activity02\Trial2\Subject3Activity2Trial2Camera1,fall,1,fall,1,1.0,0.5376280362917376,0.0685301274061203,0,71,7,177,177,1.0,False
214,F:\GP_Dataset\Subjects\Subject03\Activity02\Trial2\Subject3Activity2Trial2Camera2,fall,1,fall,1,1.0,0.4245205071362027,4.870586963079404e-06,0,71,7,177,176,0.9943502824858758,False
215,F:\GP_Dataset\Subjects\Subject03\Activity02\Trial3\Subject3Activity2Trial3Camera1,fall,1,fall,1,1.0,0.2526816935766192,0.0008858256624080241,0,71,8,185,185,1.0,False
216,F:\GP_Dataset\Subjects\Subject03\Activity02\Trial3\Subject3Activity2Trial3Camera2,fall,1,fall,1,1.0,0.3749884571348243,4.795739414475975e-07,0,71,8,186,185,0.9946236559139785,False
217,F:\GP_Dataset\Subjects\Subject03\Activity03\Trial1\Subject3Activity3Trial1Camera1,fall,1,fall,1,1.0,0.25065845112601104,1.1558650214738009e-07,0,71,8,191,189,0.9895287958115183,False
218,F:\GP_Dataset\Subjects\Subject03\Activity03\Trial1\Subject3Activity3Trial1Camera2,fall,1,fall,1,1.0,0.34731007964353466,0.0020375524181872606,0,71,8,191,189,0.9895287958115183,False
219,F:\GP_Dataset\Subjects\Subject03\Activity03\Trial2\Subject3Activity3Trial2Camera1,fall,1,fall,1,1.0,0.3890367857785741,2.707078918667838e-12,0,71,8,181,161,0.8895027624309392,False
220,F:\GP_Dataset\Subjects\Subject03\Activity03\Trial2\Subject3Activity3Trial2Camera2,fall,1,fall,1,1.0,0.2558501071548882,1.0782099479911267e-07,0,71,8,181,180,0.994475138121547,False
221,F:\GP_Dataset\Subjects\Subject03\Activity03\Trial3\Subject3Activity3Trial3Camera1,fall,1,fall,1,1.0,0.7518700202926993,0.877930760383606,0,71,8,184,183,0.9945652173913043,False
222,F:\GP_Dataset\Subjects\Subject03\Activity03\Trial3\Subject3Activity3Trial3Camera2,fall,1,non_fall,0,0.27841585874557495,0.04508501723888969,0.00047637373791076243,0,71,8,184,183,0.9945652173913043,False
223,F:\GP_Dataset\Subjects\Subject03\Activity04\Trial1\Subject3Activity4Trial1Camera1,fall,1,fall,1,1.0,0.33127359510893956,4.727708780016826e-10,0,71,8,191,190,0.9947643979057592,False
224,F:\GP_Dataset\Subjects\Subject03\Activity04\Trial1\Subject3Activity4Trial1Camera2,fall,1,fall,1,1.0,0.2500054282692487,9.66189259675454e-13,0,71,8,191,188,0.9842931937172775,False
225,F:\GP_Dataset\Subjects\Subject03\Activity04\Trial2\Subject3Activity4Trial2Camera1,fall,1,fall,1,1.0,0.33822903647943564,8.466744666479897e-12,0,71,8,189,188,0.9947089947089947,False
226,F:\GP_Dataset\Subjects\Subject03\Activity04\Trial2\Subject3Activity4Trial2Camera2,fall,1,fall,1,1.0,0.2503049769991242,3.3481997174789058e-09,0,71,8,189,182,0.9629629629629629,False
227,F:\GP_Dataset\Subjects\Subject03\Activity04\Trial3\Subject3Activity4Trial3Camera1,fall,1,fall,1,1.0,0.37488295312515724,1.1253200454808265e-10,0,71,8,189,187,0.9894179894179894,False
228,F:\GP_Dataset\Subjects\Subject03\Activity04\Trial3\Subject3Activity4Trial3Camera2,fall,1,fall,1,1.0,0.24214445008034652,1.4551936544648925e-08,0,71,8,189,186,0.9841269841269841,False
229,F:\GP_Dataset\Subjects\Subject03\Activity05\Trial1\Subject3Activity5Trial1Camera1,fall,1,fall,1,1.0,0.2390847011894289,2.04132120416034e-05,0,71,8,186,184,0.989247311827957,False
230,F:\GP_Dataset\Subjects\Subject03\Activity05\Trial1\Subject3Activity5Trial1Camera2,fall,1,fall,1,0.9999997615814209,0.22702120222743888,4.931349382661376e-13,0,71,8,186,183,0.9838709677419355,False
231,F:\GP_Dataset\Subjects\Subject03\Activity05\Trial2\Subject3Activity5Trial2Camera1,fall,1,fall,1,1.0,0.49999953426675336,2.7702771632220902e-08,0,71,4,179,57,0.31843575418994413,False
232,F:\GP_Dataset\Subjects\Subject03\Activity05\Trial2\Subject3Activity5Trial2Camera2,fall,1,fall,1,1.0,0.14341467916225373,3.9351706030039957e-13,0,71,7,179,178,0.994413407821229,False
233,F:\GP_Dataset\Subjects\Subject03\Activity05\Trial3\Subject3Activity5Trial3Camera1,fall,1,fall,1,1.0,0.9931973740458488,0.9691122770309448,0,71,8,183,182,0.994535519125683,False
234,F:\GP_Dataset\Subjects\Subject03\Activity05\Trial3\Subject3Activity5Trial3Camera2,fall,1,fall,1,0.9998594522476196,0.13200552584543973,1.4826329497452662e-08,0,71,8,183,181,0.9890710382513661,False
235,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial1\Subject4Activity1Trial1Camera1,fall,1,fall,1,1.0,0.27350132567605323,3.392712599747938e-08,0,71,8,183,177,0.9672131147540983,False
236,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial1\Subject4Activity1Trial1Camera2,fall,1,fall,1,1.0,0.9956042766571045,0.9934393763542175,0,71,8,183,181,0.9890710382513661,False
237,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial1\Subject4Activity1Trial1Camera2\Subject4Activity1Trial1Camera2Synced,fall,1,fall,1,1.0,1.0,1.0,0,71,1,59,59,1.0,False
238,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial2\Subject4Activity1Trial2Camera1,fall,1,fall,1,0.999784529209137,0.3334140401857482,1.2882650302699795e-14,0,71,3,186,38,0.20430107526881722,False
239,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial2\Subject4Activity1Trial2Camera2,fall,1,fall,1,1.0,0.27875789512971727,2.2476969938067803e-11,0,71,8,186,185,0.9946236559139785,False
240,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial3\Subject4Activity1Trial3Camera1,fall,1,fall,1,0.9999121427536011,0.12973197313972584,7.494308192690369e-06,0,71,8,185,78,0.42162162162162165,False
241,F:\GP_Dataset\Subjects\Subject04\Activity01\Trial3\Subject4Activity1Trial3Camera2,fall,1,fall,1,1.0,0.2508566915122401,4.6209985157474875e-05,0,71,8,186,185,0.9946236559139785,False
242,F:\GP_Dataset\Subjects\Subject04\Activity02\Trial1\Subject4Activity2Trial1Camera1,fall,1,fall,1,0.9999997615814209,0.3354230172016977,2.0400809930265495e-08,0,71,3,183,36,0.19672131147540983,False
243,F:\GP_Dataset\Subjects\Subject04\Activity02\Trial1\Subject4Activity2Trial1Camera2,fall,1,fall,1,1.0,0.4010089712962781,2.1356008801376447e-05,0,71,8,183,182,0.994535519125683,False
244,F:\GP_Dataset\Subjects\Subject04\Activity02\Trial2\Subject4Activity2Trial2Camera1,fall,1,fall,1,1.0,0.2499951317705654,1.1019083865845825e-12,0,71,8,189,187,0.9894179894179894,False
245,F:\GP_Dataset\Subjects\Subject04\Activity02\Trial2\Subject4Activity2Trial2Camera2,fall,1,fall,1,1.0,0.5853242925450104,4.546537093119696e-05,0,71,8,189,187,0.9894179894179894,False
246,F:\GP_Dataset\Subjects\Subject04\Activity02\Trial3\Subject4Activity2Trial3Camera1,fall,1,fall,1,1.0,0.6643796751644307,0.00023162059369497,0,71,3,191,41,0.21465968586387435,False
247,F:\GP_Dataset\Subjects\Subject04\Activity02\Trial3\Subject4Activity2Trial3Camera2,fall,1,fall,1,0.9999996423721313,0.3753542342486179,1.8890682421113247e-11,0,71,8,191,191,1.0,False
248,F:\GP_Dataset\Subjects\Subject04\Activity03\Trial1\Subject4Activity3Trial1Camera1,fall,1,fall,1,1.0,0.3418656596531946,0.00027504327590577304,0,71,8,181,177,0.9779005524861878,False
249,F:\GP_Dataset\Subjects\Subject04\Activity03\Trial1\Subject4Activity3Trial1Camera2,fall,1,fall,1,1.0,0.7558735141064972,0.9976164102554321,0,71,8,181,173,0.9558011049723757,False
250,F:\GP_Dataset\Subjects\Subject04\Activity03\Trial2\Subject4Activity3Trial2Camera1,fall,1,fall,1,0.9999984502792358,0.9432252123951912,0.9834522604942322,0,71,8,183,177,0.9672131147540983,False
251,F:\GP_Dataset\Subjects\Subject04\Activity03\Trial2\Subject4Activity3Trial2Camera2,fall,1,fall,1,1.0,0.40039304731908487,0.11251333355903625,0,71,8,183,180,0.9836065573770492,False
252,F:\GP_Dataset\Subjects\Subject04\Activity03\Trial3\Subject4Activity3Trial3Camera1,fall,1,fall,1,1.0,0.6629589574968122,1.721809894661419e-06,0,71,3,186,45,0.24193548387096775,False
